brcode,tran_type,d_date,tran_month,item_code,qty,day,month,year,quarter,week,day_type
3,Sale,2016-07-26,July,208501,3,26,7,2016,2,30,weekday
109,Sale,2016-07-26,July,233539,1,26,7,2016,2,30,weekday
109,Sale,2016-07-26,July,310183,300,26,7,2016,2,30,weekday
109,Sale,2016-07-26,July,319048,4,26,7,2016,2,30,weekday
109,Sale,2016-07-26,July,319048,4,26,7,2016,2,30,weekday
109,Sale,2016-07-26,July,203999,1,26,7,2016,2,30,weekday
109,Sale,2016-07-26,July,319048,3,26,7,2016,2,30,weekday
109,Sale,2016-07-26,July,319048,4,26,7,2016,2,30,weekday
109,Sale,2016-07-26,July,319048,2,26,7,2016,2,30,weekday
3,Sale,2016-07-26,July,201975,4,26,7,2016,2,30,weekday
109,Sale,2016-07-26,July,319048,4,26,7,2016,2,30,weekday
3,Sale,2016-07-26,July,203999,10,26,7,2016,2,30,weekday
109,Sale,2016-07-26,July,202470,3,26,7,2016,2,30,weekday
109,Sale,2016-07-26,July,203999,5,26,7,2016,2,30,weekday
109,Sale,2016-07-26,July,319048,4,26,7,2016,2,30,weekday
3,Sale,2016-07-26,July,201975,6,26,7,2016,2,30,weekday
109,Sale,2016-07-26,July,319048,2,26,7,2016,2,30,weekday
109,Sale,2016-07-26,July,323007,2,26,7,2016,2,30,weekday
109,Sale,2016-07-26,July,233539,1,26,7,2016,2,30,weekday
3,Sale,2016-07-26,July,208501,3,26,7,2016,2,30,weekday
109,Sale,2016-07-26,July,310183,10,26,7,2016,2,30,weekday
109,Sale,2016-07-26,July,319048,2,26,7,2016,2,30,weekday
109,Sale,2016-07-26,July,323007,2,26,7,2016,2,30,weekday
3,Sale,2016-07-26,July,208501,3,26,7,2016,2,30,weekday
109,Sale,2016-07-26,July,323007,1,26,7,2016,2,30,weekday
109,Sale,2016-07-26,July,324411,1,26,7,2016,2,30,weekday
109,Sale,2016-07-26,July,310183,1,26,7,2016,2,30,weekday
109,Sale,2016-07-27,July,298416,2,27,7,2016,2,30,weekday
3,Sale,2016-07-27,July,201975,3,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,319048,4,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,203999,80,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,319048,6,27,7,2016,2,30,weekday
3,Sale,2016-07-27,July,298416,6,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,310183,100,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,324411,1,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,323007,6,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,319048,4,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,319048,1,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,319048,3,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,319048,2,27,7,2016,2,30,weekday
3,Sale,2016-07-27,July,201975,3,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,233539,1,27,7,2016,2,30,weekday
3,Sale,2016-07-27,July,233539,2,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,319048,6,27,7,2016,2,30,weekday
3,Sale,2016-07-27,July,201975,5,27,7,2016,2,30,weekday
3,Sale,2016-07-27,July,201975,2,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,202470,1,27,7,2016,2,30,weekday
3,Sale,2016-07-27,July,233539,2,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,319048,2,27,7,2016,2,30,weekday
3,Sale,2016-07-27,July,233539,1,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,202470,1,27,7,2016,2,30,weekday
3,Sale,2016-07-27,July,208501,1,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,206115,1,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,319048,6,27,7,2016,2,30,weekday
3,Sale,2016-07-27,July,208501,10,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,319048,2,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,319048,2,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,201975,2,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,319048,3,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,323007,1,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,319048,3,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,319048,2,27,7,2016,2,30,weekday
3,Sale,2016-07-27,July,201975,5,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,319048,3,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,319048,2,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,310183,1,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,319048,3,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,319048,4,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,298416,2,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,319048,2,27,7,2016,2,30,weekday
3,Sale,2016-07-27,July,203999,15,27,7,2016,2,30,weekday
3,Sale,2016-07-27,July,201975,8,27,7,2016,2,30,weekday
3,Sale,2016-07-27,July,233539,1,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,319048,6,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,203999,5,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,323007,1,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,203999,10,27,7,2016,2,30,weekday
3,Sale,2016-07-27,July,203999,5,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,208501,3,27,7,2016,2,30,weekday
3,Sale,2016-07-27,July,208501,6,27,7,2016,2,30,weekday
3,Sale,2016-07-27,July,310183,1,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,319048,2,27,7,2016,2,30,weekday
3,Sale,2016-07-27,July,201975,34,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,319048,7,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,233539,1,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,310183,1,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,310183,200,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,310183,100,27,7,2016,2,30,weekday
3,Sale,2016-07-27,July,201975,2,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,208501,1,27,7,2016,2,30,weekday
3,Sale,2016-07-27,July,201975,3,27,7,2016,2,30,weekday
3,Sale,2016-07-27,July,208501,2,27,7,2016,2,30,weekday
3,Sale,2016-07-27,July,233539,1,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,319048,3,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,319048,2,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,310183,1,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,319048,3,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,319048,3,27,7,2016,2,30,weekday
3,Sale,2016-07-27,July,201975,4,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,208501,6,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,233539,1,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,319048,2,27,7,2016,2,30,weekday
3,Sale,2016-07-27,July,201975,8,27,7,2016,2,30,weekday
3,Sale,2016-07-27,July,228187,1,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,298416,4,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,319048,5,27,7,2016,2,30,weekday
3,Sale,2016-07-27,July,201975,4,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,233384,1,27,7,2016,2,30,weekday
3,Sale,2016-07-27,July,310183,1,27,7,2016,2,30,weekday
3,Sale,2016-07-27,July,298416,3,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,298416,1,27,7,2016,2,30,weekday
3,Sale,2016-07-27,July,233539,1,27,7,2016,2,30,weekday
3,Sale,2016-07-27,July,201975,8,27,7,2016,2,30,weekday
3,Sale,2016-07-27,July,201975,1,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,319048,2,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,298416,3,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,298416,1,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,233539,1,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,323007,2,27,7,2016,2,30,weekday
3,Sale,2016-07-27,July,298416,1,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,319048,3,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,323007,1,27,7,2016,2,30,weekday
3,Sale,2016-07-27,July,201975,12,27,7,2016,2,30,weekday
3,Sale,2016-07-27,July,310183,1,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,208501,1,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,298416,3,27,7,2016,2,30,weekday
3,Sale,2016-07-27,July,201975,5,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,319048,2,27,7,2016,2,30,weekday
3,Sale,2016-07-27,July,208501,2,27,7,2016,2,30,weekday
3,Sale,2016-07-27,July,208501,6,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,319048,2,27,7,2016,2,30,weekday
3,Sale,2016-07-27,July,201975,4,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,208501,1,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,319048,2,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,319048,10,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,208501,3,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,208501,3,27,7,2016,2,30,weekday
3,Sale,2016-07-27,July,201975,2,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,298416,1,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,319048,3,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,319048,2,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,319048,7,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,324411,1,27,7,2016,2,30,weekday
3,Sale,2016-07-27,July,298416,1,27,7,2016,2,30,weekday
3,Sale,2016-07-27,July,203999,5,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,319048,6,27,7,2016,2,30,weekday
109,Sale,2016-07-27,July,319048,1,27,7,2016,2,30,weekday
109,Sale,2016-07-28,July,319048,3,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,202470,1,28,7,2016,2,30,weekday
3,Sale,2016-07-28,July,233539,1,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,319048,3,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,319048,2,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,310183,100,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,319048,2,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,233539,2,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,319048,4,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,319048,3,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,310183,1,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,319048,6,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,319048,2,28,7,2016,2,30,weekday
3,Sale,2016-07-28,July,202470,1,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,319048,6,28,7,2016,2,30,weekday
3,Sale,2016-07-28,July,298416,1,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,324411,1,28,7,2016,2,30,weekday
3,Sale,2016-07-28,July,310183,15,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,319048,5,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,208501,1,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,319048,3,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,319048,4,28,7,2016,2,30,weekday
3,Sale,2016-07-28,July,310183,1,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,310183,1,28,7,2016,2,30,weekday
3,Sale,2016-07-28,July,206115,1,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,319048,6,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,319048,1,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,202470,1,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,319048,3,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,298416,1,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,319048,3,28,7,2016,2,30,weekday
3,Sale,2016-07-28,July,201975,8,28,7,2016,2,30,weekday
3,Sale,2016-07-28,July,298416,1,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,319048,6,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,310183,1,28,7,2016,2,30,weekday
3,Sale,2016-07-28,July,201975,8,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,298416,1,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,298416,1,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,319048,4,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,319048,3,28,7,2016,2,30,weekday
3,Sale,2016-07-28,July,228187,1,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,319048,5,28,7,2016,2,30,weekday
3,Sale,2016-07-28,July,206115,1,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,319048,5,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,208501,3,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,319048,4,28,7,2016,2,30,weekday
3,Sale,2016-07-28,July,208501,1,28,7,2016,2,30,weekday
3,Sale,2016-07-28,July,208501,6,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,319048,3,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,208501,1,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,233539,2,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,202470,1,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,310183,1,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,310183,1,28,7,2016,2,30,weekday
3,Sale,2016-07-28,July,233539,1,28,7,2016,2,30,weekday
3,Sale,2016-07-28,July,202470,1,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,202470,1,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,324411,1,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,203999,5,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,319048,2,28,7,2016,2,30,weekday
3,Sale,2016-07-28,July,208501,3,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,319048,5,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,319048,3,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,298416,1,28,7,2016,2,30,weekday
3,Sale,2016-07-28,July,201975,7,28,7,2016,2,30,weekday
3,Sale,2016-07-28,July,310183,1,28,7,2016,2,30,weekday
3,Sale,2016-07-28,July,201975,4,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,310183,100,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,310183,1,28,7,2016,2,30,weekday
3,Sale,2016-07-28,July,208501,9,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,319048,2,28,7,2016,2,30,weekday
3,Sale,2016-07-28,July,310183,1,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,319048,3,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,208501,1,28,7,2016,2,30,weekday
3,Sale,2016-07-28,July,228187,1,28,7,2016,2,30,weekday
3,Sale,2016-07-28,July,233539,1,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,202470,1,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,319048,5,28,7,2016,2,30,weekday
3,Sale,2016-07-28,July,208501,2,28,7,2016,2,30,weekday
3,Sale,2016-07-28,July,201975,9,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,310183,100,28,7,2016,2,30,weekday
3,Sale,2016-07-28,July,208501,3,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,319048,3,28,7,2016,2,30,weekday
3,Sale,2016-07-28,July,310183,1,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,310183,1,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,319048,1,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,324411,2,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,310183,200,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,319048,4,28,7,2016,2,30,weekday
3,Sale,2016-07-28,July,201975,5,28,7,2016,2,30,weekday
3,Sale,2016-07-28,July,201975,3,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,319048,2,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,319048,3,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,208501,12,28,7,2016,2,30,weekday
3,Sale,2016-07-28,July,201975,8,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,202470,1,28,7,2016,2,30,weekday
3,Sale,2016-07-28,July,201975,1,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,208501,1,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,310183,1,28,7,2016,2,30,weekday
3,Sale,2016-07-28,July,201975,5,28,7,2016,2,30,weekday
3,Sale,2016-07-28,July,201975,4,28,7,2016,2,30,weekday
3,Sale,2016-07-28,July,208501,3,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,310183,1,28,7,2016,2,30,weekday
3,Sale,2016-07-28,July,208501,3,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,319048,4,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,319048,8,28,7,2016,2,30,weekday
3,Sale,2016-07-28,July,208501,6,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,319048,5,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,319048,3,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,319048,5,28,7,2016,2,30,weekday
109,Sale,2016-07-28,July,319048,3,28,7,2016,2,30,weekday
109,Sale,2016-07-29,July,208501,1,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,323007,1,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,208501,10,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,208501,2,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,319048,3,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,208501,3,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,319048,2,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,203999,10,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,324411,7,29,7,2016,2,30,weekday
3,Sale,2016-07-29,July,201975,12,29,7,2016,2,30,weekday
3,Sale,2016-07-29,July,201975,8,29,7,2016,2,30,weekday
3,Sale,2016-07-29,July,201975,8,29,7,2016,2,30,weekday
3,Sale,2016-07-29,July,228187,1,29,7,2016,2,30,weekday
3,Sale,2016-07-29,July,201975,6,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,202470,3,29,7,2016,2,30,weekday
3,Sale,2016-07-29,July,206115,2,29,7,2016,2,30,weekday
3,Sale,2016-07-29,July,201975,24,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,319048,2,29,7,2016,2,30,weekday
3,Sale,2016-07-29,July,202470,1,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,208501,6,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,319048,4,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,310183,1,29,7,2016,2,30,weekday
3,Sale,2016-07-29,July,208501,6,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,319048,4,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,319048,6,29,7,2016,2,30,weekday
3,Sale,2016-07-29,July,202470,1,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,319048,3,29,7,2016,2,30,weekday
3,Sale,2016-07-29,July,201975,2,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,324411,1,29,7,2016,2,30,weekday
3,Sale,2016-07-29,July,233539,1,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,319048,4,29,7,2016,2,30,weekday
3,Sale,2016-07-29,July,206115,1,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,208501,2,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,319048,4,29,7,2016,2,30,weekday
3,Sale,2016-07-29,July,201975,2,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,319048,3,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,319048,3,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,319048,2,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,208501,3,29,7,2016,2,30,weekday
3,Sale,2016-07-29,July,202470,1,29,7,2016,2,30,weekday
3,Sale,2016-07-29,July,208501,2,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,319048,2,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,319048,2,29,7,2016,2,30,weekday
3,Sale,2016-07-29,July,208501,6,29,7,2016,2,30,weekday
3,Sale,2016-07-29,July,208501,6,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,319048,5,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,319048,5,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,319048,4,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,203999,10,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,233384,1,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,324411,1,29,7,2016,2,30,weekday
3,Sale,2016-07-29,July,233539,1,29,7,2016,2,30,weekday
3,Sale,2016-07-29,July,201975,12,29,7,2016,2,30,weekday
3,Sale,2016-07-29,July,201975,3,29,7,2016,2,30,weekday
3,Sale,2016-07-29,July,208501,12,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,319048,3,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,319048,6,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,202470,1,29,7,2016,2,30,weekday
3,Sale,2016-07-29,July,201975,6,29,7,2016,2,30,weekday
3,Sale,2016-07-29,July,208501,6,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,233539,2,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,310183,1,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,319048,3,29,7,2016,2,30,weekday
3,Sale,2016-07-29,July,202470,1,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,208501,1,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,206115,1,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,324411,1,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,319048,2,29,7,2016,2,30,weekday
3,Sale,2016-07-29,July,298416,1,29,7,2016,2,30,weekday
3,Sale,2016-07-29,July,201975,4,29,7,2016,2,30,weekday
3,Sale,2016-07-29,July,201975,3,29,7,2016,2,30,weekday
3,Sale,2016-07-29,July,310183,300,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,203999,20,29,7,2016,2,30,weekday
3,Sale,2016-07-29,July,233539,1,29,7,2016,2,30,weekday
3,Sale,2016-07-29,July,201975,8,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,319048,3,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,298416,1,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,208501,1,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,323007,1,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,298416,4,29,7,2016,2,30,weekday
3,Sale,2016-07-29,July,233539,1,29,7,2016,2,30,weekday
3,Sale,2016-07-29,July,201975,5,29,7,2016,2,30,weekday
3,Sale,2016-07-29,July,201975,8,29,7,2016,2,30,weekday
3,Sale,2016-07-29,July,202470,1,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,319048,12,29,7,2016,2,30,weekday
3,Sale,2016-07-29,July,208501,6,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,310183,100,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,310183,200,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,208501,2,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,203999,5,29,7,2016,2,30,weekday
3,Sale,2016-07-29,July,228187,1,29,7,2016,2,30,weekday
3,Sale,2016-07-29,July,201975,5,29,7,2016,2,30,weekday
3,Sale,2016-07-29,July,201975,4,29,7,2016,2,30,weekday
3,Sale,2016-07-29,July,233539,2,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,319048,3,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,310183,1,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,203999,5,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,319048,2,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,324411,1,29,7,2016,2,30,weekday
3,Sale,2016-07-29,July,208501,2,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,319048,3,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,319048,3,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,323007,1,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,233384,1,29,7,2016,2,30,weekday
3,Sale,2016-07-29,July,202470,1,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,310183,1,29,7,2016,2,30,weekday
109,Sale,2016-07-29,July,319048,6,29,7,2016,2,30,weekday
109,Sale,2016-07-30,July,319048,2,30,7,2016,2,30,weekend
3,Sale,2016-07-30,July,228187,3,30,7,2016,2,30,weekend
109,Sale,2016-07-30,July,202470,2,30,7,2016,2,30,weekend
109,Sale,2016-07-30,July,208501,3,30,7,2016,2,30,weekend
109,Sale,2016-07-30,July,319048,2,30,7,2016,2,30,weekend
3,Sale,2016-07-30,July,202470,1,30,7,2016,2,30,weekend
3,Sale,2016-07-30,July,208501,2,30,7,2016,2,30,weekend
109,Sale,2016-07-30,July,319048,6,30,7,2016,2,30,weekend
109,Sale,2016-07-30,July,324411,1,30,7,2016,2,30,weekend
109,Sale,2016-07-30,July,319048,2,30,7,2016,2,30,weekend
109,Sale,2016-07-30,July,310183,89,30,7,2016,2,30,weekend
109,Sale,2016-07-30,July,323007,1,30,7,2016,2,30,weekend
109,Sale,2016-07-30,July,208501,2,30,7,2016,2,30,weekend
109,Sale,2016-07-30,July,326899,9,30,7,2016,2,30,weekend
109,Sale,2016-07-30,July,319048,5,30,7,2016,2,30,weekend
3,Sale,2016-07-30,July,206115,4,30,7,2016,2,30,weekend
109,Sale,2016-07-30,July,310183,1,30,7,2016,2,30,weekend
109,Sale,2016-07-30,July,208501,1,30,7,2016,2,30,weekend
109,Sale,2016-07-30,July,310183,100,30,7,2016,2,30,weekend
3,Sale,2016-07-30,July,201975,3,30,7,2016,2,30,weekend
3,Sale,2016-07-30,July,201975,2,30,7,2016,2,30,weekend
109,Sale,2016-07-30,July,208501,1,30,7,2016,2,30,weekend
109,Sale,2016-07-30,July,203999,5,30,7,2016,2,30,weekend
109,Sale,2016-07-30,July,319048,3,30,7,2016,2,30,weekend
109,Sale,2016-07-30,July,201975,1,30,7,2016,2,30,weekend
109,Sale,2016-07-30,July,319048,2,30,7,2016,2,30,weekend
109,Sale,2016-07-30,July,319048,5,30,7,2016,2,30,weekend
109,Sale,2016-07-30,July,203999,5,30,7,2016,2,30,weekend
109,Sale,2016-07-30,July,319048,6,30,7,2016,2,30,weekend
109,Sale,2016-07-30,July,324411,1,30,7,2016,2,30,weekend
109,Sale,2016-07-30,July,319048,2,30,7,2016,2,30,weekend
109,Sale,2016-07-30,July,319048,4,30,7,2016,2,30,weekend
109,Sale,2016-07-30,July,208501,1,30,7,2016,2,30,weekend
