brcode,tran_type,d_date,tran_month,item_code,qty,day,month,year,quarter,week,day_type
109,Sale,2017-02-13,February,208501,1,13,2,2017,4,7,weekday
3,Sale,2017-02-13,February,201975,4,13,2,2017,4,7,weekday
109,Sale,2017-02-13,February,208501,6,13,2,2017,4,7,weekday
3,Sale,2017-02-13,February,208501,1,13,2,2017,4,7,weekday
109,Sale,2017-02-13,February,310183,1,13,2,2017,4,7,weekday
3,Sale,2017-02-13,February,208501,9,13,2,2017,4,7,weekday
109,Sale,2017-02-13,February,326899,14,13,2,2017,4,7,weekday
109,Sale,2017-02-13,February,228187,3,13,2,2017,4,7,weekday
109,Sale,2017-02-13,February,201975,4,13,2,2017,4,7,weekday
109,Sale,2017-02-13,February,233384,1,13,2,2017,4,7,weekday
3,Sale,2017-02-13,February,201975,4,13,2,2017,4,7,weekday
109,Sale,2017-02-13,February,203999,9,13,2,2017,4,7,weekday
109,Sale,2017-02-13,February,202470,1,13,2,2017,4,7,weekday
3,Sale,2017-02-13,February,202470,1,13,2,2017,4,7,weekday
109,Sale,2017-02-13,February,233384,1,13,2,2017,4,7,weekday
109,Sale,2017-02-13,February,208501,9,13,2,2017,4,7,weekday
109,Sale,2017-02-13,February,310183,1,13,2,2017,4,7,weekday
3,Sale,2017-02-13,February,298416,1,13,2,2017,4,7,weekday
3,Sale,2017-02-13,February,208501,4,13,2,2017,4,7,weekday
109,Sale,2017-02-13,February,208501,1,13,2,2017,4,7,weekday
3,Sale,2017-02-13,February,201975,1,13,2,2017,4,7,weekday
3,Sale,2017-02-13,February,233539,1,13,2,2017,4,7,weekday
3,Sale,2017-02-13,February,201975,32,13,2,2017,4,7,weekday
109,Sale,2017-02-13,February,203999,5,13,2,2017,4,7,weekday
3,Sale,2017-02-13,February,201975,3,13,2,2017,4,7,weekday
3,Sale,2017-02-13,February,201975,4,13,2,2017,4,7,weekday
109,Sale,2017-02-13,February,298416,2,13,2,2017,4,7,weekday
3,Sale,2017-02-13,February,201975,4,13,2,2017,4,7,weekday
3,Sale,2017-02-13,February,324411,1,13,2,2017,4,7,weekday
3,Sale,2017-02-13,February,201975,2,13,2,2017,4,7,weekday
109,Sale,2017-02-13,February,310183,1,13,2,2017,4,7,weekday
3,Sale,2017-02-13,February,201975,5,13,2,2017,4,7,weekday
3,Sale,2017-02-13,February,201975,5,13,2,2017,4,7,weekday
3,Sale,2017-02-13,February,208501,1,13,2,2017,4,7,weekday
109,Sale,2017-02-13,February,208501,2,13,2,2017,4,7,weekday
3,Sale,2017-02-13,February,201975,8,13,2,2017,4,7,weekday
3,Sale,2017-02-13,February,201975,4,13,2,2017,4,7,weekday
3,Sale,2017-02-13,February,201975,2,13,2,2017,4,7,weekday
109,Sale,2017-02-13,February,203999,10,13,2,2017,4,7,weekday
3,Sale,2017-02-13,February,201975,4,13,2,2017,4,7,weekday
109,Sale,2017-02-13,February,233384,1,13,2,2017,4,7,weekday
109,Sale,2017-02-13,February,298416,1,13,2,2017,4,7,weekday
109,Sale,2017-02-14,February,323007,1,14,2,2017,4,7,weekday
3,Sale,2017-02-14,February,324411,1,14,2,2017,4,7,weekday
109,Sale,2017-02-14,February,208501,7,14,2,2017,4,7,weekday
3,Sale,2017-02-14,February,233384,1,14,2,2017,4,7,weekday
3,Sale,2017-02-14,February,208501,2,14,2,2017,4,7,weekday
109,Sale,2017-02-14,February,202470,1,14,2,2017,4,7,weekday
3,Sale,2017-02-14,February,233539,1,14,2,2017,4,7,weekday
109,Sale,2017-02-14,February,208501,4,14,2,2017,4,7,weekday
3,Sale,2017-02-14,February,202470,1,14,2,2017,4,7,weekday
109,Sale,2017-02-14,February,203999,5,14,2,2017,4,7,weekday
109,Sale,2017-02-14,February,324411,1,14,2,2017,4,7,weekday
109,Sale,2017-02-14,February,233384,1,14,2,2017,4,7,weekday
3,Sale,2017-02-14,February,201975,1,14,2,2017,4,7,weekday
109,Sale,2017-02-14,February,298416,3,14,2,2017,4,7,weekday
3,Sale,2017-02-14,February,202470,1,14,2,2017,4,7,weekday
109,Sale,2017-02-14,February,203999,10,14,2,2017,4,7,weekday
3,Sale,2017-02-14,February,208501,6,14,2,2017,4,7,weekday
109,Sale,2017-02-14,February,310183,1,14,2,2017,4,7,weekday
109,Sale,2017-02-14,February,208501,2,14,2,2017,4,7,weekday
109,Sale,2017-02-14,February,310183,1,14,2,2017,4,7,weekday
109,Sale,2017-02-14,February,310183,400,14,2,2017,4,7,weekday
3,Sale,2017-02-14,February,324411,1,14,2,2017,4,7,weekday
3,Sale,2017-02-14,February,208501,3,14,2,2017,4,7,weekday
109,Sale,2017-02-14,February,208501,2,14,2,2017,4,7,weekday
109,Sale,2017-02-14,February,208501,2,14,2,2017,4,7,weekday
109,Sale,2017-02-14,February,298416,1,14,2,2017,4,7,weekday
3,Sale,2017-02-14,February,208501,1,14,2,2017,4,7,weekday
3,Sale,2017-02-14,February,202470,1,14,2,2017,4,7,weekday
3,Sale,2017-02-14,February,233384,1,14,2,2017,4,7,weekday
3,Sale,2017-02-14,February,208501,3,14,2,2017,4,7,weekday
109,Sale,2017-02-14,February,208501,3,14,2,2017,4,7,weekday
109,Sale,2017-02-14,February,298416,1,14,2,2017,4,7,weekday
109,Sale,2017-02-14,February,208501,1,14,2,2017,4,7,weekday
109,Sale,2017-02-14,February,203999,5,14,2,2017,4,7,weekday
109,Sale,2017-02-14,February,310183,1,14,2,2017,4,7,weekday
3,Sale,2017-02-14,February,208501,3,14,2,2017,4,7,weekday
109,Sale,2017-02-14,February,208501,1,14,2,2017,4,7,weekday
109,Sale,2017-02-14,February,203999,5,14,2,2017,4,7,weekday
3,Sale,2017-02-14,February,233539,1,14,2,2017,4,7,weekday
3,Sale,2017-02-14,February,202470,1,14,2,2017,4,7,weekday
3,Sale,2017-02-14,February,298416,7,14,2,2017,4,7,weekday
109,Sale,2017-02-14,February,310183,1,14,2,2017,4,7,weekday
109,Sale,2017-02-14,February,202470,1,14,2,2017,4,7,weekday
3,Sale,2017-02-14,February,201975,8,14,2,2017,4,7,weekday
3,Sale,2017-02-14,February,201975,1,14,2,2017,4,7,weekday
3,Sale,2017-02-14,February,202470,2,14,2,2017,4,7,weekday
3,Sale,2017-02-14,February,298416,12,14,2,2017,4,7,weekday
109,Sale,2017-02-14,February,310183,1,14,2,2017,4,7,weekday
3,Sale,2017-02-14,February,201975,12,14,2,2017,4,7,weekday
109,Sale,2017-02-14,February,310183,1,14,2,2017,4,7,weekday
109,Sale,2017-02-14,February,208501,1,14,2,2017,4,7,weekday
109,Sale,2017-02-14,February,319048,2,14,2,2017,4,7,weekday
3,Sale,2017-02-14,February,233539,1,14,2,2017,4,7,weekday
3,Sale,2017-02-14,February,201975,5,14,2,2017,4,7,weekday
3,Sale,2017-02-14,February,201975,4,14,2,2017,4,7,weekday
3,Sale,2017-02-14,February,201975,4,14,2,2017,4,7,weekday
109,Sale,2017-02-14,February,233539,1,14,2,2017,4,7,weekday
109,Sale,2017-02-14,February,202470,1,14,2,2017,4,7,weekday
109,Sale,2017-02-14,February,323007,2,14,2,2017,4,7,weekday
3,Sale,2017-02-14,February,298416,2,14,2,2017,4,7,weekday
3,Sale,2017-02-14,February,298416,2,14,2,2017,4,7,weekday
109,Sale,2017-02-14,February,203999,5,14,2,2017,4,7,weekday
109,Sale,2017-02-14,February,310183,1,14,2,2017,4,7,weekday
3,Sale,2017-02-14,February,201975,12,14,2,2017,4,7,weekday
3,Sale,2017-02-14,February,201975,4,14,2,2017,4,7,weekday
3,Sale,2017-02-14,February,208501,1,14,2,2017,4,7,weekday
3,Sale,2017-02-14,February,201975,12,14,2,2017,4,7,weekday
109,Sale,2017-02-14,February,233539,1,14,2,2017,4,7,weekday
109,Sale,2017-02-14,February,208501,1,14,2,2017,4,7,weekday
109,Sale,2017-02-14,February,310183,1,14,2,2017,4,7,weekday
109,Sale,2017-02-14,February,208501,1,14,2,2017,4,7,weekday
3,Sale,2017-02-14,February,201975,8,14,2,2017,4,7,weekday
3,Sale,2017-02-14,February,208501,1,14,2,2017,4,7,weekday
109,Sale,2017-02-14,February,208501,1,14,2,2017,4,7,weekday
109,Sale,2017-02-14,February,310183,1,14,2,2017,4,7,weekday
109,Sale,2017-02-14,February,298416,1,14,2,2017,4,7,weekday
3,Sale,2017-02-14,February,202470,1,14,2,2017,4,7,weekday
109,Sale,2017-02-14,February,202470,1,14,2,2017,4,7,weekday
3,Sale,2017-02-14,February,233539,1,14,2,2017,4,7,weekday
3,Sale,2017-02-14,February,233539,1,14,2,2017,4,7,weekday
3,Sale,2017-02-15,February,202470,1,15,2,2017,4,7,weekday
109,Sale,2017-02-15,February,202470,2,15,2,2017,4,7,weekday
3,Sale,2017-02-15,February,208501,1,15,2,2017,4,7,weekday
109,Sale,2017-02-15,February,310183,200,15,2,2017,4,7,weekday
109,Sale,2017-02-15,February,310183,1,15,2,2017,4,7,weekday
109,Sale,2017-02-15,February,202470,1,15,2,2017,4,7,weekday
3,Sale,2017-02-15,February,201975,5,15,2,2017,4,7,weekday
3,Sale,2017-02-15,February,208501,1,15,2,2017,4,7,weekday
109,Sale,2017-02-15,February,208501,1,15,2,2017,4,7,weekday
109,Sale,2017-02-15,February,203999,5,15,2,2017,4,7,weekday
3,Sale,2017-02-15,February,202470,1,15,2,2017,4,7,weekday
109,Sale,2017-02-15,February,310183,1,15,2,2017,4,7,weekday
109,Sale,2017-02-15,February,202470,1,15,2,2017,4,7,weekday
3,Sale,2017-02-15,February,201975,4,15,2,2017,4,7,weekday
3,Sale,2017-02-15,February,202470,1,15,2,2017,4,7,weekday
3,Sale,2017-02-15,February,233384,1,15,2,2017,4,7,weekday
109,Sale,2017-02-15,February,208501,3,15,2,2017,4,7,weekday
109,Sale,2017-02-15,February,203999,5,15,2,2017,4,7,weekday
109,Sale,2017-02-15,February,208501,2,15,2,2017,4,7,weekday
109,Sale,2017-02-15,February,233539,1,15,2,2017,4,7,weekday
3,Sale,2017-02-15,February,201975,5,15,2,2017,4,7,weekday
3,Sale,2017-02-15,February,201975,8,15,2,2017,4,7,weekday
109,Sale,2017-02-15,February,323007,2,15,2,2017,4,7,weekday
109,Sale,2017-02-15,February,206115,1,15,2,2017,4,7,weekday
3,Sale,2017-02-15,February,201975,1,15,2,2017,4,7,weekday
3,Sale,2017-02-15,February,202470,0.4,15,2,2017,4,7,weekday
3,Sale,2017-02-15,February,201975,10,15,2,2017,4,7,weekday
109,Sale,2017-02-15,February,310183,100,15,2,2017,4,7,weekday
109,Sale,2017-02-15,February,201975,2,15,2,2017,4,7,weekday
3,Sale,2017-02-15,February,201975,2,15,2,2017,4,7,weekday
3,Sale,2017-02-15,February,208501,2,15,2,2017,4,7,weekday
3,Sale,2017-02-15,February,202470,1,15,2,2017,4,7,weekday
109,Sale,2017-02-15,February,208501,1,15,2,2017,4,7,weekday
3,Sale,2017-02-15,February,201975,6,15,2,2017,4,7,weekday
109,Sale,2017-02-15,February,206115,1,15,2,2017,4,7,weekday
3,Sale,2017-02-15,February,208501,1,15,2,2017,4,7,weekday
109,Sale,2017-02-15,February,202470,1,15,2,2017,4,7,weekday
109,Sale,2017-02-15,February,326899,5,15,2,2017,4,7,weekday
3,Sale,2017-02-15,February,201975,8,15,2,2017,4,7,weekday
3,Sale,2017-02-15,February,201975,6,15,2,2017,4,7,weekday
3,Sale,2017-02-15,February,206115,2,15,2,2017,4,7,weekday
109,Sale,2017-02-15,February,203999,5,15,2,2017,4,7,weekday
109,Sale,2017-02-15,February,323007,1,15,2,2017,4,7,weekday
3,Sale,2017-02-15,February,208501,6,15,2,2017,4,7,weekday
109,Sale,2017-02-15,February,203999,5,15,2,2017,4,7,weekday
109,Sale,2017-02-15,February,208501,1,15,2,2017,4,7,weekday
3,Sale,2017-02-15,February,202470,1,15,2,2017,4,7,weekday
109,Sale,2017-02-15,February,208501,2,15,2,2017,4,7,weekday
109,Sale,2017-02-15,February,233539,1,15,2,2017,4,7,weekday
3,Sale,2017-02-15,February,201975,2,15,2,2017,4,7,weekday
3,Sale,2017-02-15,February,206115,1,15,2,2017,4,7,weekday
109,Sale,2017-02-15,February,203999,5,15,2,2017,4,7,weekday
3,Sale,2017-02-15,February,201975,4,15,2,2017,4,7,weekday
3,Sale,2017-02-15,February,201975,1,15,2,2017,4,7,weekday
3,Sale,2017-02-15,February,208501,3,15,2,2017,4,7,weekday
3,Sale,2017-02-15,February,324411,1,15,2,2017,4,7,weekday
3,Sale,2017-02-15,February,208501,4,15,2,2017,4,7,weekday
3,Sale,2017-02-15,February,233539,1,15,2,2017,4,7,weekday
109,Sale,2017-02-15,February,208501,1,15,2,2017,4,7,weekday
109,Sale,2017-02-15,February,208501,1,15,2,2017,4,7,weekday
3,Sale,2017-02-15,February,233539,1,15,2,2017,4,7,weekday
3,Sale,2017-02-15,February,202470,0.4,15,2,2017,4,7,weekday
3,Sale,2017-02-15,February,298416,1,15,2,2017,4,7,weekday
109,Sale,2017-02-15,February,298416,1,15,2,2017,4,7,weekday
109,Sale,2017-02-15,February,310183,1,15,2,2017,4,7,weekday
109,Sale,2017-02-15,February,310183,1,15,2,2017,4,7,weekday
109,Sale,2017-02-15,February,208501,2,15,2,2017,4,7,weekday
109,Sale,2017-02-15,February,298416,1,15,2,2017,4,7,weekday
3,Sale,2017-02-15,February,233539,1,15,2,2017,4,7,weekday
3,Sale,2017-02-15,February,233539,1,15,2,2017,4,7,weekday
109,Sale,2017-02-15,February,324411,1,15,2,2017,4,7,weekday
3,Sale,2017-02-15,February,298416,2,15,2,2017,4,7,weekday
109,Sale,2017-02-15,February,233539,1,15,2,2017,4,7,weekday
3,Sale,2017-02-15,February,201975,6,15,2,2017,4,7,weekday
3,Sale,2017-02-15,February,233539,1,15,2,2017,4,7,weekday
109,Sale,2017-02-15,February,208501,1,15,2,2017,4,7,weekday
109,Sale,2017-02-15,February,208501,1,15,2,2017,4,7,weekday
109,Sale,2017-02-16,February,208501,1,16,2,2017,4,7,weekday
109,Sale,2017-02-16,February,203999,10,16,2,2017,4,7,weekday
3,Sale,2017-02-16,February,201975,5,16,2,2017,4,7,weekday
109,Sale,2017-02-16,February,202470,1,16,2,2017,4,7,weekday
3,Sale,2017-02-16,February,208501,2,16,2,2017,4,7,weekday
3,Sale,2017-02-16,February,202470,2,16,2,2017,4,7,weekday
3,Sale,2017-02-16,February,208501,2,16,2,2017,4,7,weekday
3,Sale,2017-02-16,February,201975,8,16,2,2017,4,7,weekday
109,Sale,2017-02-16,February,310183,400,16,2,2017,4,7,weekday
109,Sale,2017-02-16,February,298416,4,16,2,2017,4,7,weekday
109,Sale,2017-02-16,February,298416,1,16,2,2017,4,7,weekday
109,Sale,2017-02-16,February,324411,1,16,2,2017,4,7,weekday
109,Sale,2017-02-16,February,203999,5,16,2,2017,4,7,weekday
3,Sale,2017-02-16,February,233539,1,16,2,2017,4,7,weekday
109,Sale,2017-02-16,February,203999,5,16,2,2017,4,7,weekday
109,Sale,2017-02-16,February,310183,1,16,2,2017,4,7,weekday
109,Sale,2017-02-16,February,208501,1,16,2,2017,4,7,weekday
109,Sale,2017-02-16,February,202470,1,16,2,2017,4,7,weekday
109,Sale,2017-02-16,February,233539,1,16,2,2017,4,7,weekday
3,Sale,2017-02-16,February,202470,1,16,2,2017,4,7,weekday
3,Sale,2017-02-16,February,208501,3,16,2,2017,4,7,weekday
109,Sale,2017-02-16,February,323007,1,16,2,2017,4,7,weekday
109,Sale,2017-02-16,February,323007,1,16,2,2017,4,7,weekday
3,Sale,2017-02-16,February,233539,1,16,2,2017,4,7,weekday
3,Sale,2017-02-16,February,202470,2,16,2,2017,4,7,weekday
3,Sale,2017-02-16,February,201975,5,16,2,2017,4,7,weekday
109,Sale,2017-02-16,February,206115,3,16,2,2017,4,7,weekday
109,Sale,2017-02-16,February,208501,20,16,2,2017,4,7,weekday
3,Sale,2017-02-16,February,201975,2,16,2,2017,4,7,weekday
3,Sale,2017-02-16,February,233539,1,16,2,2017,4,7,weekday
3,Sale,2017-02-16,February,201975,10,16,2,2017,4,7,weekday
3,Sale,2017-02-16,February,228187,2,16,2,2017,4,7,weekday
3,Sale,2017-02-16,February,233539,2,16,2,2017,4,7,weekday
109,Sale,2017-02-16,February,310183,1,16,2,2017,4,7,weekday
3,Sale,2017-02-16,February,201975,2,16,2,2017,4,7,weekday
3,Sale,2017-02-16,February,208501,2,16,2,2017,4,7,weekday
3,Sale,2017-02-16,February,201975,8,16,2,2017,4,7,weekday
3,Sale,2017-02-16,February,201975,2,16,2,2017,4,7,weekday
3,Sale,2017-02-16,February,206115,1,16,2,2017,4,7,weekday
109,Sale,2017-02-16,February,298416,1,16,2,2017,4,7,weekday
109,Sale,2017-02-16,February,208501,2,16,2,2017,4,7,weekday
109,Sale,2017-02-16,February,201975,2,16,2,2017,4,7,weekday
3,Sale,2017-02-16,February,324411,1,16,2,2017,4,7,weekday
109,Sale,2017-02-16,February,202470,1,16,2,2017,4,7,weekday
3,Sale,2017-02-16,February,233539,1,16,2,2017,4,7,weekday
3,Sale,2017-02-16,February,233384,1,16,2,2017,4,7,weekday
109,Sale,2017-02-16,February,208501,10,16,2,2017,4,7,weekday
3,Sale,2017-02-16,February,233384,1,16,2,2017,4,7,weekday
109,Sale,2017-02-16,February,208501,1,16,2,2017,4,7,weekday
109,Sale,2017-02-16,February,208501,2,16,2,2017,4,7,weekday
109,Sale,2017-02-16,February,208501,2,16,2,2017,4,7,weekday
109,Sale,2017-02-16,February,206115,1,16,2,2017,4,7,weekday
3,Sale,2017-02-16,February,201975,8,16,2,2017,4,7,weekday
109,Sale,2017-02-16,February,203999,10,16,2,2017,4,7,weekday
3,Sale,2017-02-16,February,201975,5,16,2,2017,4,7,weekday
3,Sale,2017-02-16,February,203999,15,16,2,2017,4,7,weekday
3,Sale,2017-02-16,February,203999,10,16,2,2017,4,7,weekday
3,Sale,2017-02-16,February,208501,3,16,2,2017,4,7,weekday
3,Sale,2017-02-16,February,208501,1,16,2,2017,4,7,weekday
3,Sale,2017-02-16,February,201975,1,16,2,2017,4,7,weekday
3,Sale,2017-02-16,February,208501,6,16,2,2017,4,7,weekday
3,Sale,2017-02-16,February,208501,3,16,2,2017,4,7,weekday
109,Sale,2017-02-16,February,228187,4,16,2,2017,4,7,weekday
3,Sale,2017-02-16,February,233539,1,16,2,2017,4,7,weekday
109,Sale,2017-02-16,February,203999,5,16,2,2017,4,7,weekday
3,Sale,2017-02-16,February,201975,1,16,2,2017,4,7,weekday
3,Sale,2017-02-16,February,201975,7,16,2,2017,4,7,weekday
109,Sale,2017-02-16,February,201975,16,16,2,2017,4,7,weekday
3,Sale,2017-02-16,February,298416,1,16,2,2017,4,7,weekday
109,Sale,2017-02-16,February,202470,2,16,2,2017,4,7,weekday
109,Sale,2017-02-16,February,208501,1,16,2,2017,4,7,weekday
109,Sale,2017-02-16,February,202470,1,16,2,2017,4,7,weekday
3,Sale,2017-02-16,February,201975,8,16,2,2017,4,7,weekday
3,Sale,2017-02-16,February,228187,5,16,2,2017,4,7,weekday
3,Sale,2017-02-16,February,201975,8,16,2,2017,4,7,weekday
3,Sale,2017-02-16,February,208501,1,16,2,2017,4,7,weekday
109,Sale,2017-02-17,February,233384,1,17,2,2017,4,7,weekday
109,Sale,2017-02-17,February,233384,1,17,2,2017,4,7,weekday
3,Sale,2017-02-17,February,208501,3,17,2,2017,4,7,weekday
3,Sale,2017-02-17,February,208501,3,17,2,2017,4,7,weekday
109,Sale,2017-02-17,February,203999,10,17,2,2017,4,7,weekday
3,Sale,2017-02-17,February,206115,1,17,2,2017,4,7,weekday
109,Sale,2017-02-17,February,324411,1,17,2,2017,4,7,weekday
3,Sale,2017-02-17,February,201975,5,17,2,2017,4,7,weekday
3,Sale,2017-02-17,February,208501,1,17,2,2017,4,7,weekday
3,Sale,2017-02-17,February,208501,3,17,2,2017,4,7,weekday
3,Sale,2017-02-17,February,201975,1,17,2,2017,4,7,weekday
3,Sale,2017-02-17,February,202470,1,17,2,2017,4,7,weekday
109,Sale,2017-02-17,February,206115,3,17,2,2017,4,7,weekday
3,Sale,2017-02-17,February,202470,1,17,2,2017,4,7,weekday
3,Sale,2017-02-17,February,201975,2,17,2,2017,4,7,weekday
109,Sale,2017-02-17,February,208501,5,17,2,2017,4,7,weekday
3,Sale,2017-02-17,February,201975,4,17,2,2017,4,7,weekday
3,Sale,2017-02-17,February,233384,1,17,2,2017,4,7,weekday
109,Sale,2017-02-17,February,310183,1,17,2,2017,4,7,weekday
109,Sale,2017-02-17,February,233539,1,17,2,2017,4,7,weekday
109,Sale,2017-02-17,February,203999,5,17,2,2017,4,7,weekday
3,Sale,2017-02-17,February,201975,7,17,2,2017,4,7,weekday
3,Sale,2017-02-17,February,202470,1,17,2,2017,4,7,weekday
3,Sale,2017-02-17,February,208501,3,17,2,2017,4,7,weekday
109,Sale,2017-02-17,February,208501,1,17,2,2017,4,7,weekday
109,Sale,2017-02-17,February,310183,1,17,2,2017,4,7,weekday
109,Sale,2017-02-17,February,208501,1,17,2,2017,4,7,weekday
109,Sale,2017-02-17,February,323007,1,17,2,2017,4,7,weekday
109,Sale,2017-02-17,February,203999,5,17,2,2017,4,7,weekday
109,Sale,2017-02-17,February,208501,1,17,2,2017,4,7,weekday
109,Sale,2017-02-17,February,310183,1,17,2,2017,4,7,weekday
109,Sale,2017-02-17,February,324411,1,17,2,2017,4,7,weekday
109,Sale,2017-02-17,February,310183,1,17,2,2017,4,7,weekday
3,Sale,2017-02-17,February,201975,10,17,2,2017,4,7,weekday
3,Sale,2017-02-17,February,201975,5,17,2,2017,4,7,weekday
3,Sale,2017-02-17,February,201975,4,17,2,2017,4,7,weekday
109,Sale,2017-02-17,February,208501,1,17,2,2017,4,7,weekday
109,Sale,2017-02-17,February,201975,12,17,2,2017,4,7,weekday
109,Sale,2017-02-17,February,201975,1,17,2,2017,4,7,weekday
3,Sale,2017-02-17,February,201975,2,17,2,2017,4,7,weekday
109,Sale,2017-02-17,February,208501,3,17,2,2017,4,7,weekday
3,Sale,2017-02-17,February,201975,2,17,2,2017,4,7,weekday
109,Sale,2017-02-17,February,310183,300,17,2,2017,4,7,weekday
3,Sale,2017-02-17,February,208501,3,17,2,2017,4,7,weekday
109,Sale,2017-02-17,February,323007,4,17,2,2017,4,7,weekday
109,Sale,2017-02-17,February,310183,1,17,2,2017,4,7,weekday
109,Sale,2017-02-17,February,202470,1,17,2,2017,4,7,weekday
3,Sale,2017-02-17,February,208501,6,17,2,2017,4,7,weekday
3,Sale,2017-02-17,February,202470,3,17,2,2017,4,7,weekday
3,Sale,2017-02-17,February,201975,1,17,2,2017,4,7,weekday
109,Sale,2017-02-17,February,202470,1,17,2,2017,4,7,weekday
3,Sale,2017-02-17,February,298416,1,17,2,2017,4,7,weekday
3,Sale,2017-02-17,February,201975,4,17,2,2017,4,7,weekday
3,Sale,2017-02-17,February,228187,1,17,2,2017,4,7,weekday
3,Sale,2017-02-17,February,208501,1,17,2,2017,4,7,weekday
109,Sale,2017-02-17,February,208501,3,17,2,2017,4,7,weekday
3,Sale,2017-02-17,February,233539,1,17,2,2017,4,7,weekday
109,Sale,2017-02-17,February,233539,2,17,2,2017,4,7,weekday
3,Sale,2017-02-17,February,201975,2,17,2,2017,4,7,weekday
3,Sale,2017-02-17,February,201975,4,17,2,2017,4,7,weekday
109,Sale,2017-02-17,February,208501,1,17,2,2017,4,7,weekday
3,Sale,2017-02-17,February,201975,1,17,2,2017,4,7,weekday
109,Sale,2017-02-17,February,310183,1,17,2,2017,4,7,weekday
3,Sale,2017-02-17,February,208501,3,17,2,2017,4,7,weekday
3,Sale,2017-02-17,February,201975,8,17,2,2017,4,7,weekday
3,Sale,2017-02-17,February,208501,3,17,2,2017,4,7,weekday
3,Sale,2017-02-17,February,201975,4,17,2,2017,4,7,weekday
109,Sale,2017-02-17,February,208501,2,17,2,2017,4,7,weekday
3,Sale,2017-02-17,February,201975,10,17,2,2017,4,7,weekday
109,Sale,2017-02-17,February,323007,2,17,2,2017,4,7,weekday
109,Sale,2017-02-17,February,310183,100,17,2,2017,4,7,weekday
109,Sale,2017-02-17,February,208501,1,17,2,2017,4,7,weekday
3,Sale,2017-02-17,February,201975,12,17,2,2017,4,7,weekday
3,Sale,2017-02-18,February,201975,16,18,2,2017,4,7,weekend
3,Sale,2017-02-18,February,202470,1,18,2,2017,4,7,weekend
109,Sale,2017-02-18,February,208501,3,18,2,2017,4,7,weekend
109,Sale,2017-02-18,February,310183,300,18,2,2017,4,7,weekend
109,Sale,2017-02-18,February,323007,1,18,2,2017,4,7,weekend
109,Sale,2017-02-18,February,233384,1,18,2,2017,4,7,weekend
3,Sale,2017-02-18,February,208501,1,18,2,2017,4,7,weekend
3,Sale,2017-02-18,February,203999,1,18,2,2017,4,7,weekend
109,Sale,2017-02-18,February,208501,1,18,2,2017,4,7,weekend
109,Sale,2017-02-18,February,208501,1,18,2,2017,4,7,weekend
109,Sale,2017-02-18,February,323007,1,18,2,2017,4,7,weekend
3,Sale,2017-02-18,February,203999,1,18,2,2017,4,7,weekend
109,Sale,2017-02-18,February,323007,1,18,2,2017,4,7,weekend
109,Sale,2017-02-18,February,201975,6,18,2,2017,4,7,weekend
109,Sale,2017-02-18,February,203999,4,18,2,2017,4,7,weekend
109,Sale,2017-02-18,February,298416,1,18,2,2017,4,7,weekend
109,Sale,2017-02-18,February,298416,1,18,2,2017,4,7,weekend
109,Sale,2017-02-18,February,298416,1,18,2,2017,4,7,weekend
109,Sale,2017-02-18,February,323007,1,18,2,2017,4,7,weekend
109,Sale,2017-02-18,February,203999,20,18,2,2017,4,7,weekend
109,Sale,2017-02-18,February,203999,5,18,2,2017,4,7,weekend
3,Sale,2017-02-18,February,201975,5,18,2,2017,4,7,weekend
109,Sale,2017-02-18,February,310183,1,18,2,2017,4,7,weekend
3,Sale,2017-02-18,February,202470,1,18,2,2017,4,7,weekend
3,Sale,2017-02-18,February,233384,1,18,2,2017,4,7,weekend
3,Sale,2017-02-18,February,208501,6,18,2,2017,4,7,weekend
3,Sale,2017-02-18,February,203999,5,18,2,2017,4,7,weekend
109,Sale,2017-02-18,February,298416,1,18,2,2017,4,7,weekend
3,Sale,2017-02-18,February,208501,6,18,2,2017,4,7,weekend
3,Sale,2017-02-18,February,208501,3,18,2,2017,4,7,weekend
109,Sale,2017-02-18,February,208501,1,18,2,2017,4,7,weekend
3,Sale,2017-02-18,February,202470,1,18,2,2017,4,7,weekend
109,Sale,2017-02-18,February,208501,2,18,2,2017,4,7,weekend
3,Sale,2017-02-18,February,202470,1,18,2,2017,4,7,weekend
3,Sale,2017-02-18,February,201975,2,18,2,2017,4,7,weekend
109,Sale,2017-02-18,February,201975,6,18,2,2017,4,7,weekend
3,Sale,2017-02-18,February,201975,1,18,2,2017,4,7,weekend
3,Sale,2017-02-18,February,206115,1,18,2,2017,4,7,weekend
109,Sale,2017-02-18,February,208501,1,18,2,2017,4,7,weekend
109,Sale,2017-02-18,February,203999,4,18,2,2017,4,7,weekend
109,Sale,2017-02-18,February,323007,1,18,2,2017,4,7,weekend
3,Sale,2017-02-18,February,201975,10,18,2,2017,4,7,weekend
109,Sale,2017-02-18,February,208501,12,18,2,2017,4,7,weekend
109,Sale,2017-02-18,February,203999,5,18,2,2017,4,7,weekend
109,Sale,2017-02-18,February,208501,1,18,2,2017,4,7,weekend
109,Sale,2017-02-18,February,326899,17,18,2,2017,4,7,weekend
109,Sale,2017-02-18,February,310183,200,18,2,2017,4,7,weekend
109,Sale,2017-02-18,February,324411,1,18,2,2017,4,7,weekend
3,Sale,2017-02-18,February,201975,3,18,2,2017,4,7,weekend
109,Sale,2017-02-18,February,208501,1,18,2,2017,4,7,weekend
